locus_tag	ftype	gene	EC_number	product
ALJHJBEP_04371	CDS	nimT		2-nitroimidazole transporter
ALJHJBEP_04372	CDS			hypothetical protein
ALJHJBEP_04373	CDS			hypothetical protein
ALJHJBEP_04374	CDS	yeaP	2.7.7.65	putative diguanylate cyclase YeaP
ALJHJBEP_04375	CDS			hypothetical protein
ALJHJBEP_04376	CDS			hypothetical protein
ALJHJBEP_04377	CDS	tehB_2	2.1.1.-	putative S-adenosyl-L-methionine-dependent methyltransferase TehB
ALJHJBEP_04378	CDS	leuE		Leucine efflux protein
ALJHJBEP_04379	CDS	dmlR_3		HTH-type transcriptional regulator DmlR
ALJHJBEP_04380	CDS	dmlA	1.1.1.83	D-malate dehydrogenase [decarboxylating]
ALJHJBEP_04381	CDS	caiT_2		L-carnitine/gamma-butyrobetaine antiporter
ALJHJBEP_04382	CDS	antA	1.14.12.1	Anthranilate 1,2-dioxygenase large subunit
ALJHJBEP_04383	CDS	pht2	1.14.12.7	Phthalate 4,5-dioxygenase oxygenase reductase subunit
ALJHJBEP_04384	CDS	rnd	3.1.13.5	Ribonuclease D
ALJHJBEP_04385	CDS	fadD	6.2.1.3	Long-chain-fatty-acid--CoA ligase
ALJHJBEP_04386	CDS	slp_2		Outer membrane protein slp
ALJHJBEP_04387	CDS	tsaB		tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
ALJHJBEP_04388	CDS	dinG_2	3.6.4.12	putative ATP-dependent helicase DinG 
ALJHJBEP_04389	CDS	yabJ	3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase
ALJHJBEP_04390	CDS			hypothetical protein
ALJHJBEP_04391	CDS			hypothetical protein
ALJHJBEP_04392	CDS	pabB	2.6.1.85	Aminodeoxychorismate synthase component 1
ALJHJBEP_04393	CDS	nudL	3.6.1.-	putative Nudix hydrolase NudL
ALJHJBEP_04394	CDS	sdaA	4.3.1.17	L-serine dehydratase 1
ALJHJBEP_04395	CDS	adrB_3	3.1.4.52	Putative cyclic-di-GMP phosphodiesterase AdrB
ALJHJBEP_04396	CDS	corC_4		Magnesium and cobalt efflux protein CorC
ALJHJBEP_04397	CDS	manX_2	2.7.1.191	PTS system mannose-specific EIIAB component
ALJHJBEP_04398	CDS	manY		PTS system mannose-specific EIIC component
ALJHJBEP_04399	CDS	manZ_1		PTS system mannose-specific EIID component
ALJHJBEP_04400	CDS			hypothetical protein
ALJHJBEP_04401	CDS			hypothetical protein
ALJHJBEP_04402	CDS	mntP		putative manganese efflux pump MntP
ALJHJBEP_04403	CDS	rlmA	2.1.1.187	23S rRNA (guanine(745)-N(1))-methyltransferase
ALJHJBEP_04404	CDS	cspC		Cold shock-like protein CspC
ALJHJBEP_04405	CDS			hypothetical protein
ALJHJBEP_04406	CDS			hypothetical protein
ALJHJBEP_04407	CDS	kdgR		Transcriptional regulator KdgR
ALJHJBEP_04408	CDS	ribZ		Riboflavin transporter RibZ
ALJHJBEP_04409	CDS	htpX	3.4.24.-	Protease HtpX
ALJHJBEP_04410	CDS	prc	3.4.21.102	Tail-specific protease
ALJHJBEP_04411	CDS	proQ		RNA chaperone ProQ
ALJHJBEP_04412	CDS	msrC	1.8.4.14	Free methionine-R-sulfoxide reductase
ALJHJBEP_04413	CDS	yebS		Inner membrane protein YebS
ALJHJBEP_04414	CDS	pqiB_1		Paraquat-inducible protein B
ALJHJBEP_04415	CDS	rsmF	2.1.1.178	Ribosomal RNA small subunit methyltransferase F
ALJHJBEP_04416	CDS			hypothetical protein
ALJHJBEP_04417	CDS			hypothetical protein
ALJHJBEP_04418	CDS	pphA	3.1.3.16	Serine/threonine-protein phosphatase 1
ALJHJBEP_04419	CDS			hypothetical protein
ALJHJBEP_04420	CDS	yebZ		Inner membrane protein YebZ
ALJHJBEP_04421	CDS	pcoC		Copper resistance protein C
ALJHJBEP_04422	CDS	holE	2.7.7.7	DNA polymerase III subunit theta
ALJHJBEP_04423	CDS			hypothetical protein
ALJHJBEP_04424	CDS	exoX	3.1.11.-	Exodeoxyribonuclease 10
ALJHJBEP_04425	CDS	ptrB	3.4.21.83	Protease 2
ALJHJBEP_04426	CDS	yebE		Inner membrane protein YebE
ALJHJBEP_04427	CDS			hypothetical protein
ALJHJBEP_04428	CDS			hypothetical protein
ALJHJBEP_04429	CDS	yebF		Protein YebF
ALJHJBEP_04430	CDS			hypothetical protein
ALJHJBEP_04431	CDS	purT	2.1.2.-	Formate-dependent phosphoribosylglycinamide formyltransferase
ALJHJBEP_04432	CDS	eda		KHG/KDPG aldolase
ALJHJBEP_04433	CDS	edd	4.2.1.12	Phosphogluconate dehydratase
ALJHJBEP_04434	CDS	zwf	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase
ALJHJBEP_04435	CDS			hypothetical protein
ALJHJBEP_04436	CDS	hexR		HTH-type transcriptional regulator HexR
ALJHJBEP_04437	CDS	pykA	2.7.1.40	Pyruvate kinase II
ALJHJBEP_04438	CDS	lpxM_1	2.3.1.243	Lipid A biosynthesis myristoyltransferase
ALJHJBEP_04439	CDS	mepM	3.4.24.-	Murein DD-endopeptidase MepM
ALJHJBEP_04440	CDS	znuA		High-affinity zinc uptake system protein ZnuA
ALJHJBEP_04441	CDS	znuC	3.6.3.-	Zinc import ATP-binding protein ZnuC
ALJHJBEP_04442	CDS	znuB		High-affinity zinc uptake system membrane protein ZnuB
ALJHJBEP_04443	CDS	ruvB	3.6.4.12	Holliday junction ATP-dependent DNA helicase RuvB
ALJHJBEP_04444	CDS	ruvA	3.6.4.12	Holliday junction ATP-dependent DNA helicase RuvA
ALJHJBEP_04445	CDS			hypothetical protein
ALJHJBEP_04446	CDS	ruvC	3.1.22.4	Crossover junction endodeoxyribonuclease RuvC
ALJHJBEP_04447	CDS	yebC		putative transcriptional regulatory protein YebC
ALJHJBEP_04448	CDS	nudB	3.6.1.67	Dihydroneopterin triphosphate diphosphatase
ALJHJBEP_04449	CDS	aspS	6.1.1.12	Aspartate--tRNA ligase
ALJHJBEP_04450	CDS	yecD	3.-.-.-	Isochorismatase family protein YecD
ALJHJBEP_04451	CDS			hypothetical protein
ALJHJBEP_04452	CDS	yecN		Inner membrane protein YecN
ALJHJBEP_04453	CDS	cmoA	2.1.3.-	Carboxy-S-adenosyl-L-methionine synthase
ALJHJBEP_04454	CDS	cmoB	2.5.1.-	tRNA U34 carboxymethyltransferase
ALJHJBEP_04455	CDS	torZ	1.7.2.3	Trimethylamine-N-oxide reductase 2
ALJHJBEP_04456	CDS	torY		Cytochrome c-type protein TorY
ALJHJBEP_04457	CDS	cutC_4		Copper homeostasis protein CutC
ALJHJBEP_04458	CDS			hypothetical protein
ALJHJBEP_04459	CDS	argS	6.1.1.19	Arginine--tRNA ligase
ALJHJBEP_04460	CDS			hypothetical protein
ALJHJBEP_04461	CDS	flhE		Flagellar protein FlhE
ALJHJBEP_04462	CDS	flhA_2		Flagellar biosynthesis protein FlhA
ALJHJBEP_04463	CDS	flhB		Flagellar biosynthetic protein FlhB
ALJHJBEP_04464	CDS			hypothetical protein
ALJHJBEP_04465	CDS	cheY		Chemotaxis protein CheY
ALJHJBEP_04466	CDS	cheB	3.1.1.61	Chemotaxis response regulator protein-glutamate methylesterase
ALJHJBEP_04467	CDS	cheR	2.1.1.80	Chemotaxis protein methyltransferase
ALJHJBEP_04468	CDS	tap		Methyl-accepting chemotaxis protein IV
ALJHJBEP_04469	CDS	tar		Methyl-accepting chemotaxis protein II
ALJHJBEP_04470	CDS	cheW		Chemotaxis protein CheW
ALJHJBEP_04471	CDS	cheA	2.7.13.3	Chemotaxis protein CheA
ALJHJBEP_04472	CDS	motB		Motility protein B
ALJHJBEP_04473	CDS	motA		Motility protein A
ALJHJBEP_04474	CDS	flhC		Flagellar transcriptional regulator FlhC
ALJHJBEP_04475	CDS	flhD		Flagellar transcriptional regulator FlhD
ALJHJBEP_04476	CDS	uspC		Universal stress protein C
ALJHJBEP_04477	CDS	otsA	2.4.1.15	Trehalose-6-phosphate synthase
ALJHJBEP_04478	CDS	otsB	3.1.3.12	Trehalose-6-phosphate phosphatase
ALJHJBEP_04479	CDS	rbsC_5		Ribose import permease protein RbsC
ALJHJBEP_04480	CDS	araG	3.6.3.17	Arabinose import ATP-binding protein AraG
ALJHJBEP_04481	CDS	araF		L-arabinose-binding periplasmic protein
ALJHJBEP_04482	CDS	ftnA_1	1.16.3.2	Bacterial non-heme ferritin
ALJHJBEP_04483	CDS			hypothetical protein
ALJHJBEP_04484	CDS			hypothetical protein
ALJHJBEP_04485	CDS	ftnA_2	1.16.3.2	Bacterial non-heme ferritin
ALJHJBEP_04486	CDS			hypothetical protein
ALJHJBEP_04487	CDS	tyrP		Tyrosine-specific transport protein
ALJHJBEP_04488	CDS			hypothetical protein
ALJHJBEP_04489	CDS	xerC_7		Tyrosine recombinase XerC
ALJHJBEP_04490	CDS			hypothetical protein
ALJHJBEP_04491	CDS			hypothetical protein
ALJHJBEP_04492	CDS			hypothetical protein
ALJHJBEP_04493	CDS			hypothetical protein
ALJHJBEP_04494	CDS			hypothetical protein
ALJHJBEP_04495	CDS			hypothetical protein
ALJHJBEP_04496	CDS			hypothetical protein
ALJHJBEP_04497	CDS			hypothetical protein
ALJHJBEP_04498	CDS			hypothetical protein
ALJHJBEP_04499	CDS			hypothetical protein
ALJHJBEP_04500	CDS			hypothetical protein
ALJHJBEP_04501	CDS			hypothetical protein
ALJHJBEP_04502	CDS			hypothetical protein
ALJHJBEP_04503	CDS			hypothetical protein
ALJHJBEP_04504	CDS			hypothetical protein
ALJHJBEP_04505	CDS	parM		Plasmid segregation protein ParM
ALJHJBEP_04506	CDS			hypothetical protein
ALJHJBEP_04507	CDS			hypothetical protein
ALJHJBEP_04508	CDS			hypothetical protein
ALJHJBEP_04509	CDS			hypothetical protein
ALJHJBEP_04510	CDS	kilR_2		Killing protein KilR
ALJHJBEP_04511	CDS			hypothetical protein
ALJHJBEP_04512	CDS			putative HTH-type transcriptional regulator
ALJHJBEP_04513	CDS			hypothetical protein
ALJHJBEP_04514	CDS	intS_3		Prophage integrase IntS
ALJHJBEP_04515	tRNA			tRNA-seC(tca)
ALJHJBEP_04516	CDS	yicJ_2		Inner membrane symporter YicJ
ALJHJBEP_04517	CDS	yicI	3.2.1.177	Alpha-xylosidase
ALJHJBEP_04518	CDS			hypothetical protein
ALJHJBEP_04519	CDS	xanP		Xanthine permease XanP
ALJHJBEP_04520	CDS	gltS		Sodium/glutamate symporter
ALJHJBEP_04521	CDS			hypothetical protein
ALJHJBEP_04522	CDS	recG	3.6.4.12	ATP-dependent DNA helicase RecG
ALJHJBEP_04523	CDS	trmH	2.1.1.34	tRNA (guanosine(18)-2'-O)-methyltransferase
ALJHJBEP_04524	CDS	spoT		Bifunctional (p)ppGpp synthase/hydrolase SpoT
ALJHJBEP_04525	CDS	rpoZ	2.7.7.6	DNA-directed RNA polymerase subunit omega
ALJHJBEP_04526	CDS	gmk	2.7.4.8	Guanylate kinase
ALJHJBEP_04527	CDS	ligB	6.5.1.2	DNA ligase B
ALJHJBEP_04528	CDS			hypothetical protein
ALJHJBEP_04529	CDS			hypothetical protein
ALJHJBEP_04530	CDS			hypothetical protein
ALJHJBEP_04531	CDS	rph	2.7.7.56	Ribonuclease PH
ALJHJBEP_04532	CDS	pyrE_2	2.4.2.10	Orotate phosphoribosyltransferase
ALJHJBEP_04533	CDS	slmA		Nucleoid occlusion factor SlmA
ALJHJBEP_04534	CDS	dut	3.6.1.23	Deoxyuridine 5'-triphosphate nucleotidohydrolase
ALJHJBEP_04535	CDS	coaBC		Coenzyme A biosynthesis bifunctional protein CoaBC
ALJHJBEP_04536	CDS			hypothetical protein
ALJHJBEP_04537	CDS	rpmB		50S ribosomal protein L28
ALJHJBEP_04538	CDS	rpmG		50S ribosomal protein L33
ALJHJBEP_04539	CDS	mutM	3.2.2.23	Formamidopyrimidine-DNA glycosylase
ALJHJBEP_04540	CDS	coaD	2.7.7.3	Phosphopantetheine adenylyltransferase
ALJHJBEP_04541	CDS	waaA	2.4.99.12	3-deoxy-D-manno-octulosonic acid transferase
ALJHJBEP_04542	CDS	rfaQ	2.-.-.-	Lipopolysaccharide core heptosyltransferase RfaQ
ALJHJBEP_04543	CDS	rfaG	2.4.-.-	Lipopolysaccharide core biosynthesis protein RfaG
ALJHJBEP_04544	CDS	rfaP_2	2.7.1.-	Lipopolysaccharide core heptose(I) kinase RfaP
ALJHJBEP_04545	CDS	gspA		General stress protein A
ALJHJBEP_04546	CDS	rfaY	2.7.1.-	Lipopolysaccharide core heptose(II) kinase RfaY
ALJHJBEP_04547	CDS			hypothetical protein
ALJHJBEP_04548	CDS			hypothetical protein
ALJHJBEP_04549	CDS			hypothetical protein
ALJHJBEP_04550	CDS	yccA		Modulator of FtsH protease YccA
ALJHJBEP_04551	CDS	tusE	2.8.1.-	Sulfurtransferase TusE
ALJHJBEP_04552	CDS	yccX	3.6.1.7	Acylphosphatase
ALJHJBEP_04553	CDS	rlmI	2.1.1.191	Ribosomal RNA large subunit methyltransferase I
ALJHJBEP_04554	CDS	hspQ		Heat shock protein HspQ
ALJHJBEP_04555	CDS			hypothetical protein
ALJHJBEP_04556	CDS			hypothetical protein
ALJHJBEP_04557	CDS	mgsA	4.2.3.3	Methylglyoxal synthase
ALJHJBEP_04558	CDS	helD	3.6.4.12	DNA helicase IV
ALJHJBEP_04559	CDS	yccF		Inner membrane protein YccF
ALJHJBEP_04560	CDS	yccS_2		Inner membrane protein YccS
ALJHJBEP_04561	CDS	tfoX1		DNA transformation protein TfoX1
ALJHJBEP_04562	CDS	sulA		Cell division inhibitor SulA
ALJHJBEP_04563	CDS	ompA		Outer membrane protein A
ALJHJBEP_04564	CDS	matP		Macrodomain Ter protein
ALJHJBEP_04565	CDS	lon_2	3.4.21.53	Lon protease
ALJHJBEP_04566	CDS	fabA	4.2.1.59	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
ALJHJBEP_04567	CDS	rmf		Ribosome modulation factor
ALJHJBEP_04568	CDS			hypothetical protein
ALJHJBEP_04569	CDS	pqiB_2		Paraquat-inducible protein B
ALJHJBEP_04570	CDS	pqiA		Paraquat-inducible protein A
ALJHJBEP_04571	CDS	uup		ABC transporter ATP-binding protein uup
ALJHJBEP_04572	CDS	rlmL		Ribosomal RNA large subunit methyltransferase K/L
ALJHJBEP_04573	CDS	xylA_2		Xylene monooxygenase electron transfer component
ALJHJBEP_04574	CDS	zapC		Cell division protein ZapC
ALJHJBEP_04575	CDS	pyrD	1.3.5.2	Dihydroorotate dehydrogenase (quinone)
ALJHJBEP_04576	CDS	ycbF		putative fimbrial chaperone YcbF
ALJHJBEP_04577	CDS	ycbV		putative fimbrial-like protein YcbV
ALJHJBEP_04578	CDS	ycbU		putative fimbrial-like protein YcbU
ALJHJBEP_04579	CDS	elfG_3		putative fimbrial-like protein ElfG
ALJHJBEP_04580	CDS	elfC_3		putative outer membrane usher protein ElfC
ALJHJBEP_04581	CDS	elfC_4		putative outer membrane usher protein ElfC
ALJHJBEP_04582	CDS	elfD		putative fimbrial chaperone protein ElfD
ALJHJBEP_04583	CDS	elfA		Laminin-binding fimbrial subunit ElfA
ALJHJBEP_04584	CDS	ssuE	1.5.1.38	FMN reductase (NADPH)
ALJHJBEP_04585	CDS	ssuA		Putative aliphatic sulfonates-binding protein
ALJHJBEP_04586	CDS	ssuD	1.14.14.5	Alkanesulfonate monooxygenase
ALJHJBEP_04587	CDS	ssuC_2		Putative aliphatic sulfonates transport permease protein SsuC
ALJHJBEP_04588	CDS	ssuB	3.6.3.-	Aliphatic sulfonates import ATP-binding protein SsuB
ALJHJBEP_04589	CDS	pepN	3.4.11.2	Aminopeptidase N
ALJHJBEP_04590	CDS	pncB	6.3.4.21	Nicotinate phosphoribosyltransferase
ALJHJBEP_04591	CDS	asnS	6.1.1.22	Asparagine--tRNA ligase
ALJHJBEP_04592	CDS	ompF		Outer membrane protein F
ALJHJBEP_04593	CDS	aspC	2.6.1.1	Aspartate aminotransferase
ALJHJBEP_04594	CDS	gloC	3.1.2.6	Hydroxyacylglutathione hydrolase GloC
ALJHJBEP_04595	CDS			hypothetical protein
ALJHJBEP_04596	CDS			hypothetical protein
ALJHJBEP_04597	CDS	mukB		Chromosome partition protein MukB
ALJHJBEP_04598	CDS	mukE		Chromosome partition protein MukE
ALJHJBEP_04599	CDS	mukF		Chromosome partition protein MukF
ALJHJBEP_04600	CDS	cmoM	2.1.1.-	tRNA 5-carboxymethoxyuridine methyltransferase
ALJHJBEP_04601	CDS			hypothetical protein
ALJHJBEP_04602	CDS			hypothetical protein
ALJHJBEP_04603	CDS	kdsB	2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase
ALJHJBEP_04604	CDS			hypothetical protein
ALJHJBEP_04605	CDS			hypothetical protein
ALJHJBEP_04606	CDS	lpxK	2.7.1.130	Tetraacyldisaccharide 4'-kinase
ALJHJBEP_04607	CDS	msbA	3.6.3.-	Lipid A export ATP-binding/permease protein MsbA
ALJHJBEP_04608	CDS	comEC		ComE operon protein 3
ALJHJBEP_04609	CDS	ihfB		Integration host factor subunit beta
ALJHJBEP_04610	CDS	rpsA_2		30S ribosomal protein S1
ALJHJBEP_04611	CDS	cmk	2.7.4.25	Cytidylate kinase
ALJHJBEP_04612	CDS	loiP_2	3.4.24.-	Metalloprotease LoiP
ALJHJBEP_04613	CDS	aroA	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase
ALJHJBEP_04614	CDS	serC	2.6.1.52	Phosphoserine aminotransferase
ALJHJBEP_04615	CDS			hypothetical protein
ALJHJBEP_04616	CDS	ycaO		Ribosomal protein S12 methylthiotransferase accessory factor YcaO
ALJHJBEP_04617	CDS	focA		putative formate transporter 1
ALJHJBEP_04618	CDS	pflB	2.3.1.54	Formate acetyltransferase 1
ALJHJBEP_04619	CDS			hypothetical protein
ALJHJBEP_04620	CDS			hypothetical protein
ALJHJBEP_04621	CDS			hypothetical protein
ALJHJBEP_04622	CDS	smc_2		Chromosome partition protein Smc
ALJHJBEP_04623	CDS			hypothetical protein
ALJHJBEP_04624	CDS			hypothetical protein
ALJHJBEP_04625	CDS	gpFI_1		Putative prophage major tail sheath protein
ALJHJBEP_04626	CDS	hin_2		DNA-invertase hin
ALJHJBEP_04627	CDS			hypothetical protein
ALJHJBEP_04628	CDS			hypothetical protein
ALJHJBEP_04629	CDS			hypothetical protein
ALJHJBEP_04630	CDS			hypothetical protein
ALJHJBEP_04631	CDS			hypothetical protein
ALJHJBEP_04632	CDS	besA	3.1.-.-	Ferri-bacillibactin esterase BesA
ALJHJBEP_04633	CDS			hypothetical protein
ALJHJBEP_04634	CDS		2.3.2.27	putative E3 ubiquitin-protein ligase ipaH4.5
ALJHJBEP_04635	CDS			hypothetical protein
ALJHJBEP_04636	CDS			Insertion sequence IS5376 putative ATP-binding protein
ALJHJBEP_04637	CDS			hypothetical protein
ALJHJBEP_04638	CDS			hypothetical protein
ALJHJBEP_04639	CDS			hypothetical protein
ALJHJBEP_04640	CDS			hypothetical protein
ALJHJBEP_04641	CDS			hypothetical protein
ALJHJBEP_04642	CDS			hypothetical protein
ALJHJBEP_04643	CDS			hypothetical protein
ALJHJBEP_04644	CDS	spo0C		Chromosome-partitioning protein Spo0J
ALJHJBEP_04645	CDS			hypothetical protein
ALJHJBEP_04646	CDS	ssb_4		Plasmid-derived single-stranded DNA-binding protein
ALJHJBEP_04647	CDS			hypothetical protein
ALJHJBEP_04648	CDS	rsmA_2	2.1.1.-	Ribosomal RNA small subunit methyltransferase A
ALJHJBEP_04649	CDS			hypothetical protein
ALJHJBEP_04650	CDS			hypothetical protein
ALJHJBEP_04651	CDS			hypothetical protein
ALJHJBEP_04652	CDS			hypothetical protein
ALJHJBEP_04653	CDS	klcA_3		Antirestriction protein KlcA
ALJHJBEP_04654	CDS			hypothetical protein
ALJHJBEP_04655	CDS			hypothetical protein
ALJHJBEP_04656	CDS			hypothetical protein
ALJHJBEP_04657	CDS	yhdJ_1	2.1.1.72	DNA adenine methyltransferase YhdJ
ALJHJBEP_04658	CDS			hypothetical protein
ALJHJBEP_04659	CDS	virB		Virulence regulon transcriptional activator VirB
ALJHJBEP_04660	CDS	soj	3.6.-.-	Sporulation initiation inhibitor protein Soj
ALJHJBEP_04661	CDS	repE		Replication initiation protein
ALJHJBEP_04662	CDS			hypothetical protein
ALJHJBEP_04663	CDS	hopW1-1		Effector protein hopW1-1
ALJHJBEP_04664	CDS			hypothetical protein
ALJHJBEP_04665	CDS			hypothetical protein
ALJHJBEP_04666	CDS			hypothetical protein
ALJHJBEP_04667	CDS	espP	3.4.21.-	Serine protease EspP
ALJHJBEP_04668	CDS			hypothetical protein
ALJHJBEP_04669	CDS	icaB_2	3.5.1.-	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
ALJHJBEP_04670	CDS	bshA_2	2.4.1.-	N-acetyl-alpha-D-glucosaminyl L-malate synthase
ALJHJBEP_04671	CDS	eptC_2	2.7.-.-	Phosphoethanolamine transferase EptC
ALJHJBEP_04672	CDS	lpxM_2	2.3.1.243	Lipid A biosynthesis myristoyltransferase
ALJHJBEP_04673	CDS			hypothetical protein
ALJHJBEP_04674	CDS	stcE	3.4.24.-	Metalloprotease StcE
ALJHJBEP_04675	CDS	outC		Type II secretion system protein C
ALJHJBEP_04676	CDS	pulD		Type II secretion system protein D
ALJHJBEP_04677	CDS	epsE_2		Type II secretion system protein E
ALJHJBEP_04678	CDS	epsF_2		Type II secretion system protein F
ALJHJBEP_04679	CDS	pulG		Type II secretion system protein G
ALJHJBEP_04680	CDS	gspH		Putative type II secretion system protein H
ALJHJBEP_04681	CDS	xcpV		Type II secretion system protein I
ALJHJBEP_04682	CDS	xcpW		Type II secretion system protein J
ALJHJBEP_04683	CDS	gspK		Putative type II secretion system protein K
ALJHJBEP_04684	CDS	epsL		Type II secretion system protein L
ALJHJBEP_04685	CDS	epsM		Type II secretion system protein M
ALJHJBEP_04686	CDS	outO_2		Type 4 prepilin-like proteins leader peptide-processing enzyme
ALJHJBEP_04687	CDS	pulS		Pullulanase secretion protein PulS
ALJHJBEP_04688	CDS			hypothetical protein
ALJHJBEP_04689	CDS			hypothetical protein
ALJHJBEP_04690	CDS	hlyC	2.3.1.-	Hemolysin-activating lysine-acyltransferase HlyC
ALJHJBEP_04691	CDS	hlyA		Hemolysin, chromosomal
ALJHJBEP_04692	CDS	hlyB		Alpha-hemolysin translocation ATP-binding protein HlyB
ALJHJBEP_04693	CDS	hlyD		Hemolysin secretion protein D, chromosomal
ALJHJBEP_04694	CDS	xerD_4		Tyrosine recombinase XerD
ALJHJBEP_04695	CDS			hypothetical protein
ALJHJBEP_04696	CDS	repB		RepFIB replication protein A
ALJHJBEP_04697	CDS			hypothetical protein
ALJHJBEP_04698	CDS			hypothetical protein
ALJHJBEP_04699	CDS			hypothetical protein
ALJHJBEP_04700	CDS	ccdA_2		Antitoxin CcdA
ALJHJBEP_04701	CDS	ccdB_2		Toxin CcdB
ALJHJBEP_04702	CDS	xerD_5		Tyrosine recombinase XerD
ALJHJBEP_04703	CDS			hypothetical protein
ALJHJBEP_04704	CDS			hypothetical protein
ALJHJBEP_04705	CDS			hypothetical protein
ALJHJBEP_04706	CDS	rhsC_4	3.1.-.-	Putative deoxyribonuclease RhsC
ALJHJBEP_04707	CDS			hypothetical protein
ALJHJBEP_04708	CDS			hypothetical protein
ALJHJBEP_04709	CDS			hypothetical protein
ALJHJBEP_04710	CDS	gpFI_2		Putative prophage major tail sheath protein
ALJHJBEP_04711	CDS			hypothetical protein
ALJHJBEP_04712	CDS			hypothetical protein
ALJHJBEP_04713	CDS			hypothetical protein
ALJHJBEP_04714	CDS			hypothetical protein
ALJHJBEP_04715	CDS			hypothetical protein
ALJHJBEP_04716	CDS	cysE_3	2.3.1.30	Serine acetyltransferase
ALJHJBEP_04717	CDS	tfaE_5		Prophage tail fiber assembly protein TfaE
ALJHJBEP_04718	CDS	ail_1		Attachment invasion locus protein
ALJHJBEP_04719	CDS			hypothetical protein
ALJHJBEP_04720	CDS	tfaE_6		Prophage tail fiber assembly protein TfaE
ALJHJBEP_04721	CDS		1.11.1.6	Manganese catalase
ALJHJBEP_04722	CDS			hypothetical protein
ALJHJBEP_04723	CDS			hypothetical protein
ALJHJBEP_04724	CDS			hypothetical protein
ALJHJBEP_04725	CDS			hypothetical protein
ALJHJBEP_04726	CDS			hypothetical protein
ALJHJBEP_04727	CDS			hypothetical protein
ALJHJBEP_04728	CDS			hypothetical protein
ALJHJBEP_04729	CDS	xerC_8		Tyrosine recombinase XerC
ALJHJBEP_04730	tRNA			tRNA-Ser(cga)
ALJHJBEP_04731	CDS	mtfA		Protein MtfA
ALJHJBEP_04732	tRNA			tRNA-Asn(gtt)
ALJHJBEP_04733	CDS			hypothetical protein
ALJHJBEP_04734	CDS			Invasin
ALJHJBEP_04735	CDS			hypothetical protein
ALJHJBEP_04736	CDS	yhjE_2		Inner membrane metabolite transport protein YhjE
ALJHJBEP_04737	CDS	amn	3.2.2.4	AMP nucleosidase
ALJHJBEP_04738	CDS			putative transcriptional regulatory protein
ALJHJBEP_04739	tRNA			tRNA-Asn(gtt)
ALJHJBEP_04740	CDS	yeeO		putative FMN/FAD exporter YeeO
ALJHJBEP_04741	tRNA			tRNA-Asn(gtt)
ALJHJBEP_04742	CDS	cbl		HTH-type transcriptional regulator cbl
ALJHJBEP_04743	CDS	gltC_6		HTH-type transcriptional regulator GltC
ALJHJBEP_04744	tRNA			tRNA-Asn(gtt)
ALJHJBEP_04745	CDS	erfK	2.-.-.-	putative L,D-transpeptidase ErfK/SrfK
ALJHJBEP_04746	CDS	cobT	2.4.2.21	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
ALJHJBEP_04747	CDS	cobS	2.7.8.26	Adenosylcobinamide-GDP ribazoletransferase
ALJHJBEP_04748	CDS	cobU	2.7.1.156	Bifunctional adenosylcobalamin biosynthesis protein CobU
ALJHJBEP_04749	CDS	ykgM_2		50S ribosomal protein L31 type B
ALJHJBEP_04750	CDS	ykgO		50S ribosomal protein L36 2
ALJHJBEP_04751	CDS			hypothetical protein
ALJHJBEP_04752	CDS	ecpR_2		HTH-type transcriptional regulator EcpR
ALJHJBEP_04753	CDS	ecpA		Common pilus major fimbrillin subunit EcpA
ALJHJBEP_04754	CDS	ecpB		putative fimbrial chaperone EcpB
ALJHJBEP_04755	CDS	ecpC		putative outer membrane usher protein EcpC
ALJHJBEP_04756	CDS	ecpD		Fimbria adhesin EcpD
ALJHJBEP_04757	CDS	ecpE		putative fimbrial chaperone EcpE
ALJHJBEP_04758	CDS	yagU		Inner membrane protein YagU
ALJHJBEP_04759	CDS	yagT		Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit
ALJHJBEP_04760	CDS	yagS	1.17.1.4	Putative xanthine dehydrogenase YagS FAD-binding subunit
ALJHJBEP_04761	CDS	yagR	1.17.1.4	Putative xanthine dehydrogenase YagR molybdenum-binding subunit
ALJHJBEP_04762	CDS			hypothetical protein
ALJHJBEP_04763	CDS	nepI_2		Purine ribonucleoside efflux pump NepI
ALJHJBEP_04764	CDS			hypothetical protein
ALJHJBEP_04765	CDS	pgrR_3		HTH-type transcriptional regulator PgrR
ALJHJBEP_04766	CDS			hypothetical protein
ALJHJBEP_04767	CDS		1.-.-.-	putative oxidoreductase
ALJHJBEP_04768	CDS	pgrR_4		HTH-type transcriptional regulator PgrR
ALJHJBEP_04769	CDS			hypothetical protein
ALJHJBEP_04770	CDS	traC_2	2.7.7.-	DNA primase TraC
ALJHJBEP_04771	CDS			hypothetical protein
ALJHJBEP_04772	CDS			hypothetical protein
ALJHJBEP_04773	CDS			hypothetical protein
